24;45;31;56;3124
25;46;30;54;3124
80;49;83;53;3124
78;49;83;55;3124
78;49;84;56;3124
79;47;85;55;3124
88;48;91;54;3124
88;47;91;53;3124
88;48;91;54;3124
56;51;60;57;3124
77;49;83;60;3124
97;52;100;58;3124
82;60;85;67;3124
14;3;22;17;3124
13;2;23;18;3124
24;7;32;20;3124
47;9;55;23;3124
48;8;56;23;3124
78;9;85;23;3124
84;30;90;41;3124
1;0;4;6;2952
5;-1;10;5;2952
17;1;22;7;2952
60;0;66;8;2952
96;0;99;6;2952
69;1;75;10;2952
70;5;77;15;2952
70;5;76;16;2952
33;9;39;18;2952
76;8;85;23;2952
87;5;93;17;2952
31;10;37;18;2952
58;10;64;23;2952
2;12;8;26;2952
5;15;9;23;2952
4;14;10;23;2952
71;13;79;25;2952
75;9;83;23;2952
81;13;85;23;2952
57;16;63;27;2952
71;16;78;25;2952
73;15;79;27;2952
84;14;90;27;2952
85;17;90;25;2952
23;20;29;29;2952
66;20;70;27;2952
79;28;84;36;2952
88;29;91;35;2952
79;30;84;38;2952
92;31;95;38;2952
96;34;99;43;2952
94;31;100;45;2952
5;44;8;50;2952
19;42;22;47;2952
19;42;22;48;2952
4;45;9;53;2952
56;49;60;56;2952
74;49;79;56;2952
76;49;81;56;2952
73;51;81;63;2952
2;0;5;6;2788
1;-1;5;9;2788
5;0;9;5;2788
5;-1;11;5;2788
16;0;23;8;2788
17;0;22;6;2788
16;-1;23;7;2788
60;0;66;8;2788
62;0;65;5;2788
59;-1;67;12;2788
68;0;74;6;2788
68;-1;74;7;2788
69;-1;75;7;2788
96;0;99;5;2788
94;0;100;8;2788
96;0;99;5;2788
2;2;5;6;2788
2;2;5;8;2788
1;0;5;9;2788
8;1;13;7;2788
6;1;13;9;2788
17;1;22;7;2788
16;0;23;9;2788
66;1;72;7;2788
66;-1;74;9;2788
68;1;74;7;2788
89;2;93;9;2788
90;1;95;12;2788
96;1;99;9;2788
96;1;99;7;2788
95;0;101;9;2788
0;3;3;11;2788
8;5;14;14;2788
15;4;20;13;2788
14;2;22;16;2788
24;3;32;17;2788
63;4;67;12;2788
69;5;75;14;2788
72;7;75;13;2788
71;5;78;16;2788
87;5;93;17;2788
89;4;93;12;2788
88;4;94;13;2788
92;6;96;11;2788
91;4;96;13;2788
96;5;99;12;2788
96;5;99;13;2788
95;4;99;15;2788
97;6;100;13;2788
96;5;99;15;2788
95;4;99;15;2788
4;9;9;17;2788
5;7;11;16;2788
12;6;18;17;2788
14;5;20;19;2788
16;7;20;18;2788
15;4;21;18;2788
16;4;23;18;2788
38;8;42;16;2788
37;6;43;17;2788
58;2;66;16;2788
63;4;69;16;2788
67;8;71;16;2788
67;6;73;19;2788
74;9;77;14;2788
73;9;78;15;2788
76;7;84;21;2788
81;9;85;17;2788
78;8;88;23;2788
87;9;92;15;2788
88;6;92;14;2788
96;6;99;14;2788
96;5;100;16;2788
2;9;9;23;2788
3;10;9;21;2788
5;12;10;20;2788
4;10;10;20;2788
17;11;20;17;2788
15;6;21;20;2788
63;9;69;20;2788
67;11;72;20;2788
72;12;75;18;2788
73;9;79;21;2788
76;9;84;23;2788
81;11;85;20;2788
85;13;88;18;2788
85;12;89;20;2788
83;10;91;23;2788
86;12;91;20;2788
88;11;92;20;2788
89;9;96;21;2788
95;5;99;20;2788
97;9;100;18;2788
96;5;100;20;2788
5;16;9;22;2788
9;16;12;22;2788
16;13;20;22;2788
15;9;21;23;2788
23;16;26;23;2788
23;16;27;23;2788
23;16;30;23;2788
26;13;32;23;2788
24;10;32;23;2788
29;14;34;22;2788
48;9;56;23;2788
59;16;63;24;2788
67;12;73;24;2788
69;14;74;22;2788
74;16;78;20;2788
74;15;78;23;2788
77;13;81;21;2788
81;15;85;21;2788
86;16;89;21;2788
89;15;93;24;2788
91;16;96;23;2788
4;17;9;25;2788
5;16;10;25;2788
16;19;21;27;2788
19;19;23;27;2788
17;17;25;30;2788
23;18;27;24;2788
23;17;29;27;2788
23;19;28;23;2788
22;16;30;25;2788
24;14;32;27;2788
27;14;34;27;2788
31;13;38;25;2788
34;13;40;26;2788
59;17;63;25;2788
58;16;64;27;2788
63;17;70;28;2788
69;18;72;24;2788
74;18;78;26;2788
74;13;82;28;2788
78;16;83;25;2788
78;11;85;25;2788
81;16;86;24;2788
86;19;89;25;2788
89;19;92;25;2788
92;19;95;25;2788
95;20;98;27;2788
92;19;99;30;2788
11;23;16;30;2788
16;20;24;33;2788
20;20;28;31;2788
23;21;28;27;2788
23;19;31;30;2788
58;19;63;28;2788
60;17;66;30;2788
65;20;70;28;2788
68;20;73;28;2788
71;21;76;29;2788
70;17;77;30;2788
74;19;80;30;2788
77;22;80;28;2788
75;19;81;30;2788
80;20;86;32;2788
85;23;89;28;2788
85;22;89;28;2788
84;20;90;31;2788
89;21;92;27;2788
92;22;96;28;2788
96;23;99;30;2788
16;23;24;35;2788
19;22;28;34;2788
23;23;28;31;2788
63;21;70;34;2788
64;20;72;33;2788
70;26;73;32;2788
69;25;74;33;2788
67;23;74;35;2788
81;26;86;32;2788
84;26;87;31;2788
85;26;88;32;2788
83;23;89;34;2788
86;23;91;32;2788
89;27;92;31;2788
89;26;92;32;2788
88;23;94;34;2788
92;24;97;32;2788
96;24;99;31;2788
96;24;99;31;2788
94;23;100;34;2788
20;25;27;38;2788
23;27;30;38;2788
69;28;74;34;2788
70;28;74;34;2788
69;27;75;37;2788
77;31;80;35;2788
78;30;81;36;2788
76;28;82;38;2788
79;29;82;35;2788
82;29;85;35;2788
84;30;87;36;2788
88;29;91;34;2788
88;27;94;37;2788
93;31;96;35;2788
93;29;96;35;2788
92;26;98;40;2788
94;27;99;37;2788
96;27;100;37;2788
94;26;100;40;2788
74;34;77;38;2788
73;34;78;40;2788
72;33;78;41;2788
77;32;80;37;2788
77;31;80;38;2788
75;30;81;39;2788
85;32;88;38;2788
81;30;88;39;2788
85;31;91;41;2788
89;31;95;41;2788
92;32;94;37;2788
90;29;96;42;2788
96;32;99;37;2788
98;32;99;38;2788
96;31;99;38;2788
95;27;101;42;2788
17;32;23;45;2788
24;32;32;43;2788
25;33;33;44;2788
27;33;35;44;2788
71;36;76;42;2788
73;35;78;42;2788
81;34;86;41;2788
81;31;88;41;2788
89;34;92;42;2788
89;31;96;45;2788
96;36;98;41;2788
98;35;99;40;2788
96;33;99;42;2788
96;31;100;45;2788
18;39;21;44;2788
18;38;21;45;2788
19;40;22;45;2788
19;39;22;45;2788
17;37;23;48;2788
23;37;31;51;2788
25;37;33;49;2788
29;35;35;46;2788
31;35;37;46;2788
78;38;84;47;2788
82;40;85;45;2788
83;38;86;45;2788
81;37;88;46;2788
89;38;92;45;2788
93;39;95;44;2788
90;35;96;48;2788
96;40;98;45;2788
97;40;99;45;2788
96;38;99;46;2788
96;35;100;48;2788
17;40;23;51;2788
20;40;28;52;2788
72;42;75;48;2788
74;42;77;47;2788
74;42;77;48;2788
73;41;78;49;2788
79;43;82;49;2788
78;42;84;51;2788
82;44;85;49;2788
82;43;85;49;2788
85;43;86;48;2788
84;42;87;49;2788
82;39;89;50;2788
87;44;90;49;2788
88;43;91;49;2788
86;39;92;52;2788
89;43;92;48;2788
89;42;92;49;2788
87;38;93;51;2788
94;43;96;48;2788
93;42;96;49;2788
95;38;99;49;2788
96;41;99;49;2788
96;38;100;49;2788
2;44;9;55;2788
5;45;8;51;2788
4;45;10;54;2788
17;44;23;55;2788
21;44;29;56;2788
24;45;31;55;2788
24;46;31;54;2788
72;45;75;52;2788
74;46;80;54;2788
76;47;81;53;2788
76;46;82;56;2788
81;45;85;53;2788
85;46;88;51;2788
85;45;88;52;2788
83;45;89;52;2788
86;45;92;54;2788
95;45;98;51;2788
4;46;9;54;2788
3;45;9;55;2788
16;45;24;56;2788
25;47;30;55;2788
27;48;30;54;2788
37;48;43;59;2788
46;49;48;52;2788
44;45;50;56;2788
55;49;61;56;2788
73;51;74;54;2788
73;49;76;56;2788
74;50;78;53;2788
74;49;80;57;2788
77;50;80;55;2788
74;49;82;58;2788
85;49;88;53;2788
85;48;88;54;2788
83;47;89;55;2788
87;45;92;55;2788
89;49;92;54;2788
86;46;92;56;2788
9;51;16;62;2788
9;50;18;63;2788
23;46;30;59;2788
25;46;31;59;2788
38;51;43;57;2788
55;51;58;57;2788
56;52;60;56;2788
55;50;61;58;2788
61;53;63;56;2788
72;52;75;56;2788
73;52;76;58;2788
74;51;79;57;2788
73;49;81;60;2788
74;49;82;60;2788
78;51;82;57;2788
82;52;85;57;2788
81;51;85;57;2788
79;49;85;60;2788
86;53;88;58;2788
85;52;88;58;2788
92;52;96;59;2788
92;53;96;60;2788
95;51;98;57;2788
95;52;98;58;2788
9;50;16;63;2788
9;50;18;63;2788
40;56;46;65;2788
49;56;51;60;2788
72;56;75;62;2788
70;52;77;63;2788
74;54;79;60;2788
74;50;81;63;2788
77;50;83;63;2788
82;55;85;61;2788
81;54;86;62;2788
80;52;86;63;2788
85;54;88;60;2788
89;55;92;60;2788
90;54;93;60;2788
94;54;97;60;2788
93;53;98;61;2788
97;55;100;61;2788
97;53;100;61;2788
42;60;46;66;2788
42;59;48;68;2788
74;58;78;64;2788
72;55;80;67;2788
74;55;81;66;2788
82;59;85;65;2788
82;57;85;65;2788
83;57;89;67;2788
87;59;90;63;2788
86;59;91;65;2788
86;58;92;67;2788
89;58;92;64;2788
88;57;94;67;2788
92;57;96;63;2788
91;56;97;65;2788
94;58;97;64;2788
92;54;99;65;2788
42;60;48;69;2788
42;61;49;67;2788
42;60;48;68;2788
82;61;85;67;2788
83;61;89;69;2788
87;62;92;68;2788
86;61;92;69;2788
88;61;92;67;2788
87;60;93;70;2788
92;61;96;67;2788
91;60;97;69;2788
95;62;98;67;2788
94;61;97;67;2788
92;60;99;69;2788
98;63;99;67;2788
98;67;99;71;2788
13;87;15;90;2788
15;0;23;13;2788
89;-1;96;12;2788
10;3;20;17;2788
10;2;21;20;2788
18;3;26;17;2788
17;2;27;18;2788
23;5;32;19;2788
31;7;37;20;2788
30;6;38;20;2788
33;6;39;19;2788
55;2;63;16;2788
64;3;72;16;2788
68;5;74;18;2788
75;5;83;20;2788
78;7;86;21;2788
78;5;87;23;2788
85;5;92;20;2788
83;5;92;20;2788
89;3;96;17;2788
3;9;9;23;2788
2;7;13;27;2788
9;7;18;21;2788
9;5;20;24;2788
14;7;22;21;2788
13;5;23;23;2788
18;9;26;23;2788
18;8;27;23;2788
24;7;34;21;2788
31;7;38;21;2788
32;11;38;20;2788
52;8;60;23;2788
75;9;83;23;2788
75;9;85;24;2788
77;8;86;23;2788
83;9;91;23;2788
83;9;91;24;2788
89;9;95;23;2788
89;9;95;25;2788
3;13;11;30;2788
2;10;13;32;2788
9;17;16;31;2788
7;15;18;34;2788
16;18;22;31;2788
15;16;24;32;2788
18;18;26;29;2788
18;17;27;31;2788
30;15;38;27;2788
29;13;38;29;2788
34;16;40;27;2788
56;16;64;28;2788
65;16;71;29;2788
69;14;75;27;2788
74;13;81;27;2788
73;11;82;28;2788
78;12;86;26;2788
78;10;87;27;2788
85;14;91;27;2788
83;13;92;30;2788
90;16;96;29;2788
4;20;12;38;2788
9;23;16;36;2788
16;24;23;37;2788
15;23;24;40;2788
17;24;25;37;2788
17;23;27;40;2788
23;25;31;38;2788
67;23;75;36;2788
74;23;81;36;2788
80;26;88;38;2788
78;24;89;40;2788
83;26;91;38;2788
82;24;92;42;2788
92;24;98;38;2788
91;24;99;42;2788
92;25;99;38;2788
16;30;23;44;2788
18;31;26;45;2788
18;29;27;46;2788
23;30;31;42;2788
68;31;76;42;2788
73;31;81;42;2788
80;30;88;41;2788
83;28;92;42;2788
9;38;16;52;2788
15;38;23;52;2788
19;37;27;51;2788
23;39;31;53;2788
30;38;36;50;2788
69;39;75;49;2788
80;38;86;49;2788
85;37;92;49;2788
88;34;94;48;2788
13;42;21;55;2788
20;43;27;56;2788
24;44;31;55;2788
29;42;35;55;2788
28;42;36;57;2788
74;46;82;57;2788
78;46;85;57;2788
85;43;92;54;2788
23;48;31;60;2788
30;50;38;63;2788
34;50;42;61;2788
39;52;47;62;2788
42;58;48;67;2788
42;58;49;67;2788
15;-1;20;5;2633
89;0;93;6;2633
95;-1;101;7;2633
27;2;31;9;2633
25;1;33;13;2633
52;2;58;13;2633
70;1;76;9;2633
89;2;92;9;2633
9;5;13;12;2633
12;4;18;15;2633
15;3;21;13;2633
73;5;78;13;2633
92;5;96;11;2633
5;9;10;15;2633
38;7;43;16;2633
37;5;43;18;2633
78;9;83;18;2633
14;7;20;20;2633
16;8;23;20;2633
34;8;42;20;2633
59;13;63;20;2633
60;9;66;21;2633
74;11;78;19;2633
78;10;84;21;2633
96;10;99;18;2633
33;12;39;21;2633
57;14;63;25;2633
59;13;65;26;2633
67;14;71;23;2633
93;12;99;24;2633
9;20;13;26;2633
60;17;64;25;2633
75;18;80;26;2633
9;23;14;29;2633
74;21;79;29;2633
81;23;85;29;2633
95;22;99;31;2633
21;23;26;31;2633
71;25;74;31;2633
74;24;78;31;2633
73;22;79;33;2633
78;24;81;31;2633
76;22;82;33;2633
85;28;92;36;2633
18;36;23;42;2633
24;34;31;42;2633
74;36;77;41;2633
71;34;78;42;2633
82;36;85;41;2633
88;35;91;42;2633
92;34;95;42;2633
27;38;31;46;2633
31;38;36;45;2633
71;38;76;45;2633
74;39;77;45;2633
79;38;82;45;2633
88;38;91;45;2633
87;35;93;48;2633
92;38;96;45;2633
18;42;21;49;2633
26;43;31;51;2633
70;42;73;48;2633
96;42;99;48;2633
3;45;9;54;2633
19;45;23;53;2633
2;46;7;54;2633
18;48;23;56;2633
21;45;29;56;2633
40;49;43;56;2633
45;48;49;54;2633
55;49;60;56;2633
61;50;66;56;2633
95;49;98;55;2633
18;51;23;57;2633
27;50;31;58;2633
37;51;42;57;2633
37;49;43;59;2633
38;49;44;59;2633
51;53;52;56;2633
60;52;64;58;2633
60;50;66;58;2633
90;52;93;59;2633
49;55;52;61;2633
50;56;52;59;2633
72;56;75;61;2633
78;53;82;61;2633
83;53;89;63;2633
94;55;97;61;2633
71;56;76;64;2633
76;57;81;63;2633
78;57;83;63;2633
84;58;89;64;2633
96;55;100;66;2633
42;61;47;67;2633
84;61;89;67;2633
87;64;92;70;2633
16;85;23;99;2633
74;5;84;22;2633
67;9;75;23;2633
64;23;72;36;2633
9;30;16;44;2633
15;28;24;47;2633
84;34;93;52;2633
8;31;20;59;2633
0;-1;5;9;2485
3;0;5;5;2485
13;-1;16;4;2485
13;-1;16;5;2485
11;-1;17;7;2485
16;-1;19;4;2485
15;-1;21;9;2485
17;1;20;5;2485
19;0;22;5;2485
24;-1;31;9;2485
28;1;31;4;2485
27;0;32;6;2485
26;-1;32;9;2485
48;-1;54;9;2485
53;-1;58;5;2485
53;-2;60;9;2485
56;-2;64;9;2485
61;-2;69;8;2485
69;0;74;5;2485
70;0;75;6;2485
73;-1;78;5;2485
71;-1;78;7;2485
77;-1;81;5;2485
76;-2;82;6;2485
78;-1;82;5;2485
77;-2;83;6;2485
82;-1;85;4;2485
81;-1;86;5;2485
80;-2;86;6;2485
85;-1;88;4;2485
84;-2;89;5;2485
82;-2;89;6;2485
88;-1;91;4;2485
87;-1;92;5;2485
89;0;92;5;2485
88;0;94;8;2485
93;0;95;3;2485
92;-1;95;5;2485
1;0;5;9;2485
5;1;9;7;2485
9;2;13;6;2485
12;1;18;10;2485
16;2;19;7;2485
19;1;22;7;2485
24;0;32;13;2485
52;2;57;10;2485
58;2;63;9;2485
57;0;65;11;2485
64;2;66;7;2485
62;2;68;9;2485
69;1;74;7;2485
72;1;75;7;2485
71;1;78;10;2485
88;2;92;8;2485
88;1;94;10;2485
88;2;94;11;2485
92;2;95;9;2485
96;1;99;7;2485
97;2;100;6;2485
1;5;2;10;2485
0;2;5;13;2485
3;5;5;10;2485
2;4;5;12;2485
1;2;7;14;2485
4;6;9;13;2485
3;4;9;15;2485
6;5;11;12;2485
5;4;12;13;2485
9;6;13;11;2485
13;6;17;13;2485
18;5;23;13;2485
16;2;23;15;2485
25;5;30;15;2485
25;4;31;15;2485
26;3;34;17;2485
34;4;40;18;2485
37;5;43;17;2485
38;5;44;16;2485
43;4;49;15;2485
49;6;54;14;2485
49;6;55;19;2485
52;5;56;13;2485
50;4;56;16;2485
57;2;63;14;2485
63;5;67;10;2485
67;5;71;13;2485
66;4;72;15;2485
74;6;78;11;2485
78;7;83;13;2485
77;6;85;20;2485
87;6;92;13;2485
89;5;92;12;2485
4;9;5;14;2485
3;8;6;16;2485
2;7;9;18;2485
5;10;8;15;2485
7;9;10;14;2485
10;9;13;13;2485
9;8;14;14;2485
9;6;15;16;2485
12;8;16;14;2485
15;7;20;16;2485
17;9;20;16;2485
20;8;23;14;2485
18;6;23;16;2485
38;9;42;15;2485
56;5;62;17;2485
62;7;65;13;2485
60;4;66;15;2485
64;9;67;13;2485
63;7;68;15;2485
67;8;70;14;2485
78;9;81;14;2485
77;9;81;16;2485
79;9;82;14;2485
81;9;85;14;2485
84;9;89;16;2485
83;7;91;21;2485
88;9;91;14;2485
89;9;92;15;2485
92;7;96;13;2485
90;5;96;16;2485
1;13;2;17;2485
4;13;5;17;2485
2;12;7;20;2485
7;13;10;18;2485
12;9;18;20;2485
15;10;20;18;2485
18;10;23;18;2485
23;9;29;21;2485
27;11;31;17;2485
36;9;42;19;2485
38;6;44;19;2485
61;11;66;20;2485
63;10;68;18;2485
74;13;78;17;2485
77;13;80;17;2485
77;11;81;19;2485
81;13;85;17;2485
87;13;90;17;2485
89;13;92;17;2485
92;12;96;16;2485
91;11;96;19;2485
96;12;97;18;2485
97;11;100;17;2485
1;15;2;21;2485
2;15;7;24;2485
9;16;13;20;2485
6;14;13;23;2485
13;15;16;21;2485
12;13;18;23;2485
15;13;20;21;2485
14;10;20;23;2485
19;15;23;23;2485
17;13;23;24;2485
23;15;29;24;2485
24;17;29;22;2485
27;17;31;22;2485
30;17;33;22;2485
31;15;36;21;2485
35;14;38;20;2485
34;10;42;24;2485
57;15;62;23;2485
60;15;65;24;2485
77;16;80;21;2485
80;15;83;21;2485
89;16;92;22;2485
92;16;96;21;2485
96;17;97;22;2485
95;15;98;23;2485
99;16;100;22;2485
97;14;100;22;2485
96;11;101;23;2485
1;16;4;25;2485
1;14;7;27;2485
2;14;8;27;2485
5;19;8;25;2485
9;20;13;24;2485
7;19;13;27;2485
13;20;16;27;2485
11;18;17;29;2485
15;20;18;25;2485
15;19;20;27;2485
14;15;20;29;2485
17;20;20;24;2485
20;20;23;24;2485
27;17;31;25;2485
30;18;33;23;2485
29;16;34;24;2485
32;19;35;23;2485
31;16;36;24;2485
35;20;38;24;2485
34;17;39;25;2485
34;13;42;27;2485
57;18;62;26;2485
60;18;63;24;2485
64;19;69;27;2485
71;18;76;24;2485
74;20;78;24;2485
78;20;79;23;2485
79;19;82;23;2485
82;19;85;25;2485
95;20;98;26;2485
97;18;100;26;2485
96;16;101;27;2485
2;17;9;28;2485
9;22;15;30;2485
12;23;15;28;2485
11;23;17;31;2485
17;22;22;30;2485
16;20;23;32;2485
18;22;23;30;2485
23;23;27;27;2485
22;21;27;29;2485
24;21;27;27;2485
26;22;31;28;2485
29;22;34;28;2485
27;20;35;31;2485
42;21;53;31;2485
56;18;63;29;2485
60;20;65;28;2485
66;21;70;27;2485
70;22;73;28;2485
72;22;75;28;2485
77;23;80;27;2485
82;23;85;28;2485
96;23;99;30;2485
10;24;15;31;2485
9;23;16;32;2485
17;24;22;32;2485
17;23;23;34;2485
18;24;23;32;2485
25;25;28;30;2485
26;24;31;32;2485
24;23;32;34;2485
61;24;66;32;2485
60;22;67;33;2485
63;24;68;32;2485
65;23;71;32;2485
71;25;74;31;2485
70;23;76;34;2485
74;25;78;30;2485
77;26;80;31;2485
82;26;85;31;2485
93;26;96;31;2485
19;27;23;35;2485
17;25;25;38;2485
21;28;26;36;2485
24;29;29;37;2485
25;28;33;39;2485
70;29;73;34;2485
68;27;74;37;2485
71;29;74;34;2485
75;30;77;34;2485
74;29;78;35;2485
73;28;79;38;2485
95;30;98;34;2485
98;30;99;34;2485
12;29;18;40;2485
13;28;19;41;2485
17;27;25;40;2485
23;31;27;38;2485
21;28;29;41;2485
24;31;31;39;2485
23;31;31;40;2485
25;31;33;40;2485
27;31;35;42;2485
69;31;74;38;2485
67;30;74;39;2485
72;34;75;37;2485
71;32;76;38;2485
70;31;76;39;2485
79;31;82;38;2485
82;31;85;38;2485
9;35;13;42;2485
10;35;13;42;2485
9;34;15;44;2485
12;35;16;42;2485
11;33;17;42;2485
15;34;18;41;2485
17;37;20;42;2485
17;36;20;42;2485
16;33;23;44;2485
19;37;22;42;2485
23;34;26;41;2485
22;34;27;42;2485
22;31;28;44;2485
26;34;32;42;2485
28;34;34;42;2485
31;33;37;44;2485
72;37;75;42;2485
70;35;77;42;2485
77;36;80;39;2485
77;34;80;41;2485
74;34;81;43;2485
79;36;82;41;2485
79;34;84;41;2485
78;33;85;42;2485
85;35;88;40;2485
83;34;88;40;2485
82;32;89;42;2485
88;36;89;41;2485
85;34;92;45;2485
89;37;92;42;2485
87;33;93;45;2485
93;36;95;41;2485
5;41;8;45;2485
5;40;8;46;2485
3;38;9;50;2485
7;41;10;45;2485
8;39;11;45;2485
10;38;13;45;2485
9;37;15;46;2485
16;37;23;46;2485
23;39;26;44;2485
22;38;27;45;2485
21;36;27;49;2485
25;38;30;46;2485
30;38;34;45;2485
33;39;36;45;2485
32;35;38;48;2485
72;39;75;44;2485
74;40;77;45;2485
71;38;78;46;2485
77;39;80;44;2485
77;39;80;45;2485
74;38;81;47;2485
79;40;82;45;2485
85;39;88;44;2485
84;38;87;44;2485
82;35;89;46;2485
88;39;91;44;2485
86;36;92;49;2485
89;40;92;45;2485
2;42;9;52;2485
3;43;9;52;2485
8;43;9;48;2485
6;43;9;49;2485
4;42;10;52;2485
18;42;21;47;2485
16;40;23;51;2485
23;43;25;48;2485
22;42;27;49;2485
25;43;30;51;2485
27;43;31;48;2485
29;39;35;50;2485
31;41;36;49;2485
31;38;37;49;2485
34;42;38;48;2485
32;38;38;49;2485
43;41;51;50;2485
70;42;73;47;2485
72;42;75;47;2485
70;40;75;48;2485
77;42;80;49;2485
75;42;81;51;2485
79;43;82;48;2485
81;42;87;51;2485
92;38;98;51;2485
2;45;7;53;2485
7;46;10;51;2485
6;45;9;52;2485
18;47;20;50;2485
17;45;22;53;2485
16;43;23;56;2485
20;46;23;51;2485
23;46;25;51;2485
23;45;27;53;2485
27;46;30;52;2485
29;45;34;52;2485
27;43;34;54;2485
31;44;34;52;2485
31;42;35;52;2485
33;42;39;53;2485
41;43;49;52;2485
43;45;49;51;2485
43;42;51;52;2485
45;45;52;51;2485
44;42;52;52;2485
62;46;67;52;2485
70;45;73;50;2485
70;45;73;51;2485
68;42;74;52;2485
72;46;75;51;2485
70;44;77;53;2485
77;47;80;52;2485
93;46;96;51;2485
93;45;96;52;2485
92;43;98;54;2485
95;46;98;51;2485
