9.381185173988342285e-01;6.188146770000457764e-02
9.415262341499328613e-01;5.847381055355072021e-02
9.396756887435913086e-01;6.032431498169898987e-02
9.466901421546936035e-01;5.330990627408027649e-02
9.459425210952758789e-01;5.405751243233680725e-02
9.437626600265502930e-01;5.623732134699821472e-02
9.469716548919677734e-01;5.302842706441879272e-02
9.455098509788513184e-01;5.449010431766510010e-02
9.433994889259338379e-01;5.660056695342063904e-02
9.436828494071960449e-01;5.631712824106216431e-02
9.412825107574462891e-01;5.871753767132759094e-02
9.421082139015197754e-01;5.789176002144813538e-02
9.476789832115173340e-01;5.232097953557968140e-02
9.421507716178894043e-01;5.784920230507850647e-02
9.417777061462402344e-01;5.822225287556648254e-02
9.498463869094848633e-01;5.015369504690170288e-02
9.448246955871582031e-01;5.517526715993881226e-02
9.431128501892089844e-01;5.688712373375892639e-02
9.507333040237426758e-01;4.926667362451553345e-02
9.462950825691223145e-01;5.370485782623291016e-02
9.438973069190979004e-01;5.610266700387001038e-02
9.504901766777038574e-01;4.950985312461853027e-02
9.458789825439453125e-01;5.412104353308677673e-02
9.438095092773437500e-01;5.619053170084953308e-02
9.517827033996582031e-01;4.821727797389030457e-02
9.459171295166015625e-01;5.408288910984992981e-02
9.429412484169006348e-01;5.705871805548667908e-02
9.521543979644775391e-01;4.784560203552246094e-02
9.467548727989196777e-01;5.324508622288703918e-02
9.428071975708007812e-01;5.719286948442459106e-02
9.517518877983093262e-01;4.824811220169067383e-02
9.463618397712707520e-01;5.363816022872924805e-02
9.433290958404541016e-01;5.667090415954589844e-02
9.498833417892456055e-01;5.011659115552902222e-02
9.452492594718933105e-01;5.475070700049400330e-02
9.427483677864074707e-01;5.725167319178581238e-02
9.518191814422607422e-01;4.818085953593254089e-02
9.475656151771545410e-01;5.243441089987754822e-02
9.463824033737182617e-01;5.361751466989517212e-02
9.506332278251647949e-01;4.936674982309341431e-02
9.463609457015991211e-01;5.363900586962699890e-02
9.435011148452758789e-01;5.649892985820770264e-02
9.511787295341491699e-01;4.882121458649635315e-02
9.441564083099365234e-01;5.584355071187019348e-02
9.408590197563171387e-01;5.914093181490898132e-02
9.492843151092529297e-01;5.071570724248886108e-02
9.399926066398620605e-01;6.000734493136405945e-02
9.324511289596557617e-01;6.754884868860244751e-02
9.498915076255798340e-01;5.010851845145225525e-02
9.418973922729492188e-01;5.810259655117988586e-02
9.367816448211669922e-01;6.321834772825241089e-02
9.497770071029663086e-01;5.022303014993667603e-02
9.435148239135742188e-01;5.648523569107055664e-02
9.407835006713867188e-01;5.921647697687149048e-02
9.527563452720642090e-01;4.724362492561340332e-02
9.469641447067260742e-01;5.303589627146720886e-02
9.445888400077819824e-01;5.541113391518592834e-02
9.502151608467102051e-01;4.978479072451591492e-02
9.452201724052429199e-01;5.477984994649887085e-02
9.422684311866760254e-01;5.773158743977546692e-02
9.533933997154235840e-01;4.660663008689880371e-02
9.469295144081115723e-01;5.307052284479141235e-02
9.411197900772094727e-01;5.888024717569351196e-02
9.518340826034545898e-01;4.816590249538421631e-02
9.464990496635437012e-01;5.350096896290779114e-02
9.426423311233520508e-01;5.735764652490615845e-02
9.532628059387207031e-01;4.673714935779571533e-02
9.476332664489746094e-01;5.236672982573509216e-02
9.468964934349060059e-01;5.310354009270668030e-02
9.530228376388549805e-01;4.697718098759651184e-02
9.475111365318298340e-01;5.248881503939628601e-02
9.479942917823791504e-01;5.200576037168502808e-02
9.487606883049011230e-01;5.123928189277648926e-02
9.443349838256835938e-01;5.566496029496192932e-02
9.456281661987304688e-01;5.437185242772102356e-02
9.476453661918640137e-01;5.235461518168449402e-02
9.432905912399291992e-01;5.670932680368423462e-02
9.438066482543945312e-01;5.619333684444427490e-02
9.456440806388854980e-01;5.435598641633987427e-02
9.424416422843933105e-01;5.755840241909027100e-02
9.414666295051574707e-01;5.853333324193954468e-02
9.463209509849548340e-01;5.367910116910934448e-02
9.427114725112915039e-01;5.728851258754730225e-02
9.410137534141540527e-01;5.898619815707206726e-02
9.478846192359924316e-01;5.211539939045906067e-02
9.436922669410705566e-01;5.630773305892944336e-02
9.411159753799438477e-01;5.888398364186286926e-02
9.509643912315368652e-01;4.903562366962432861e-02
9.460494518280029297e-01;5.395053327083587646e-02
9.445353150367736816e-01;5.546468123793601990e-02
9.533873200416564941e-01;4.661274701356887817e-02
9.468085169792175293e-01;5.319147184491157532e-02
9.463307857513427734e-01;5.366925150156021118e-02
9.486471414566040039e-01;5.135283619165420532e-02
9.435015320777893066e-01;5.649847537279129028e-02
9.434248208999633789e-01;5.657513067126274109e-02
9.489865899085998535e-01;5.101335793733596802e-02
9.438280463218688965e-01;5.617192015051841736e-02
9.440296888351440430e-01;5.597035214304924011e-02
9.487347006797790527e-01;5.126529559493064880e-02
9.438400864601135254e-01;5.615991353988647461e-02
9.434369206428527832e-01;5.656311288475990295e-02
9.505395889282226562e-01;4.946041107177734375e-02
9.435870647430419922e-01;5.641292408108711243e-02
9.406802058219909668e-01;5.931983515620231628e-02
9.519822001457214355e-01;4.801777005195617676e-02
9.442907571792602539e-01;5.570926517248153687e-02
9.413734674453735352e-01;5.862655863165855408e-02
9.501799941062927246e-01;4.981999471783638000e-02
9.441192150115966797e-01;5.588081479072570801e-02
9.409347176551818848e-01;5.906532704830169678e-02
9.513162970542907715e-01;4.868371784687042236e-02
9.467862844467163086e-01;5.321373045444488525e-02
9.460752606391906738e-01;5.392479151487350464e-02
9.504842162132263184e-01;4.951579123735427856e-02
9.466882348060607910e-01;5.331175774335861206e-02
9.467420578002929688e-01;5.325799807906150818e-02
9.460372924804687500e-01;5.396277830004692078e-02
9.436390995979309082e-01;5.636094138026237488e-02
9.439921975135803223e-01;5.600779876112937927e-02
9.406409859657287598e-01;5.935901030898094177e-02
9.442443251609802246e-01;5.575564876198768616e-02
9.471486806869506836e-01;5.285135284066200256e-02
9.522972106933593750e-01;4.770281538367271423e-02
9.504486918449401855e-01;4.955126717686653137e-02
9.502002000808715820e-01;4.979980736970901489e-02
9.541365504264831543e-01;4.586344957351684570e-02
9.505004882812500000e-01;4.949945211410522461e-02
9.507216811180114746e-01;4.927828907966613770e-02
9.517450928688049316e-01;4.825492575764656067e-02
9.457926750183105469e-01;5.420733615756034851e-02
9.487538337707519531e-01;5.124624073505401611e-02
9.577805399894714355e-01;4.221943765878677368e-02
9.511491060256958008e-01;4.885088652372360229e-02
9.512855410575866699e-01;4.871449992060661316e-02
9.593585133552551270e-01;4.064146056771278381e-02
9.530282616615295410e-01;4.697173461318016052e-02
9.517268538475036621e-01;4.827316850423812866e-02
9.597581624984741211e-01;4.024186730384826660e-02
9.543057680130004883e-01;4.569425806403160095e-02
9.538367390632629395e-01;4.616327956318855286e-02
9.579169154167175293e-01;4.208301380276679993e-02
9.535072445869445801e-01;4.649270325899124146e-02
9.515600800514221191e-01;4.843992367386817932e-02
9.573122859001159668e-01;4.268770292401313782e-02
9.512829184532165527e-01;4.871701449155807495e-02
9.492760300636291504e-01;5.072393268346786499e-02
9.591941833496093750e-01;4.080584272742271423e-02
9.543077945709228516e-01;4.569214582443237305e-02
9.514151215553283691e-01;4.858492314815521240e-02
9.572637081146240234e-01;4.273625835776329041e-02
9.517536163330078125e-01;4.824640601873397827e-02
9.483053088188171387e-01;5.169473588466644287e-02
9.554049968719482422e-01;4.459493979811668396e-02
9.507074356079101562e-01;4.929253086447715759e-02
9.470525383949279785e-01;5.294739827513694763e-02
9.600782394409179688e-01;3.992174193263053894e-02
9.565470814704895020e-01;4.345291852951049805e-02
9.534285664558410645e-01;4.657135903835296631e-02
9.596565365791320801e-01;4.034346714615821838e-02
9.549692869186401367e-01;4.503070190548896790e-02
9.523618817329406738e-01;4.763812199234962463e-02
9.584670662879943848e-01;4.153294116258621216e-02
9.490906596183776855e-01;5.090936273336410522e-02
9.455621838569641113e-01;5.443776398897171021e-02
9.516385197639465332e-01;4.836148768663406372e-02
9.448501467704772949e-01;5.514984577894210815e-02
9.417436718940734863e-01;5.825631693005561829e-02
9.546268582344055176e-01;4.537308216094970703e-02
9.467594623565673828e-01;5.324057117104530334e-02
9.438186287879943848e-01;5.618139356374740601e-02
9.570776820182800293e-01;4.292235895991325378e-02
9.502378106117248535e-01;4.976215958595275879e-02
9.478641152381896973e-01;5.213585495948791504e-02
9.591665863990783691e-01;4.083346575498580933e-02
9.522819519042968750e-01;4.771801084280014038e-02
9.519344568252563477e-01;4.806563258171081543e-02
9.599802494049072266e-01;4.001976922154426575e-02
9.541664719581604004e-01;4.583349451422691345e-02
9.508430361747741699e-01;4.915701597929000854e-02
9.614137411117553711e-01;3.858619928359985352e-02
9.620856046676635742e-01;3.791438788175582886e-02
9.499337077140808105e-01;5.006631836295127869e-02
9.599175453186035156e-01;4.008246213197708130e-02
9.600636363029479980e-01;3.993636742234230042e-02
9.511372447013854980e-01;4.886274412274360657e-02
9.605627655982971191e-01;3.943727165460586548e-02
9.577881097793579102e-01;4.221189022064208984e-02
9.536808133125305176e-01;4.631913453340530396e-02
9.600646495819091797e-01;3.993536159396171570e-02
9.535264372825622559e-01;4.647359251976013184e-02
9.526551961898803711e-01;4.734483361244201660e-02
9.549667239189147949e-01;4.503335058689117432e-02
9.489202499389648438e-01;5.107970535755157471e-02
9.504098296165466309e-01;4.959020391106605530e-02
9.549520015716552734e-01;4.504797980189323425e-02
9.489553570747375488e-01;5.104465782642364502e-02
9.468881487846374512e-01;5.311185121536254883e-02
9.523054361343383789e-01;4.769455641508102417e-02
9.467514753341674805e-01;5.324852466583251953e-02
9.440301060676574707e-01;5.596993863582611084e-02
9.520639777183532715e-01;4.793603345751762390e-02
9.486492276191711426e-01;5.135083943605422974e-02
9.412229061126708984e-01;5.877705663442611694e-02
9.533494710922241211e-01;4.665048420429229736e-02
9.479528069496154785e-01;5.204718559980392456e-02
9.428673386573791504e-01;5.713267996907234192e-02
9.553056955337524414e-01;4.469430446624755859e-02
9.545618295669555664e-01;4.543817788362503052e-02
9.467862844467163086e-01;5.321373045444488525e-02
9.579771161079406738e-01;4.202286526560783386e-02
9.494481682777404785e-01;5.055182427167892456e-02
9.494378566741943359e-01;5.056212842464447021e-02
9.566713571548461914e-01;4.332863539457321167e-02
9.481447339057922363e-01;5.185533687472343445e-02
9.480417370796203613e-01;5.195823684334754944e-02
9.564570188522338867e-01;4.354299232363700867e-02
9.484601020812988281e-01;5.153984948992729187e-02
9.485173821449279785e-01;5.148265883326530457e-02
9.563009738922119141e-01;4.369905218482017517e-02
9.491340517997741699e-01;5.086592584848403931e-02
